Scenario;datetime;APCP;TMP;RH;WS;WD;FFMC;DMC;DC;ISI;BUI;FWI
JCB;2001-10-30 13:00;0.0;4.9;33;30;360;84.4;29;481;8.8;51;20.4
JCB;2001-10-30 14:00;0.0;5.3;31;30;360;85.2;29;481;9.8;51;22.1
JCB;2001-10-30 15:00;0.0;6.4;35;22;360;86.1;29;481;7.4;51;18.0
JCB;2001-10-30 16:00;0.0;6.7;39;19;360;86.7;29;481;7.0;51;17.2
JCB;2001-10-30 17:00;0.0;5.7;49;21;360;87.3;29;481;8.4;51;19.8
JCB;2001-10-30 18:00;0.0;4.6;55;16;360;86.8;29;481;6.1;51;15.6
JCB;2001-10-30 19:00;0.0;1.1;65;0;0;86.2;29;481;2.5;51;7.5
JCB;2001-10-30 20:00;0.0;-1.4;78;0;0;84.9;29;481;2.1;51;6.3
JCB;2001-10-30 21:00;0.0;-3.1;84;1;360;83.7;29;481;1.9;51;5.7
JCB;2001-10-30 22:00;0.0;-3.5;86;1;360;82.2;29;481;1.5;51;4.7
JCB;2001-10-30 23:00;0.0;-3.1;86;7;360;80.7;29;481;1.7;51;5.3
