,nf,,,,,,,2218.0,,,,,77.0,109.0,,,,,20
,nf,,,,,,,2162.0,,,,,35.0,123.0,,,,,20
,o1a,,,,,,,2156.0,,,,,17.0,147.0,,,0.35,60.0,20
,o1a,,,,,,,2147.0,,,,,20.0,126.0,,,0.35,60.0,20
,c2,,,,,,,2126.0,,,,,17.0,117.0,,,0.8,,20
,c2,,,,,,,2116.0,,,,,9.0,115.0,,,0.8,,20
,c3,,,,,,,2108.0,,,,,9.0,103.0,,,1.15,,20
,c2,,,,,,,2101.0,,,,,15.0,86.0,,,0.8,,20
,c2,,,,,,,2076.0,,,,,14.0,94.0,,,0.8,,20
,c2,,,,,,,2064.0,,,,,12.0,190.0,,,0.8,,20
,o1a,,,,,,,2080.0,,,,,24.0,211.0,,,0.35,60.0,20
,c2,,,,,,,2099.0,,,,,23.0,197.0,,,0.8,,20
,o1a,,,,,,,2319.0,,,,,16.0,185.0,,,0.35,60.0,20
,o1a,,,,,,,2319.0,,,,,18.0,189.0,,,0.35,60.0,20
,nf,,,,,,,2322.0,,,,,18.0,191.0,,,,,20
,nf,,,,,,,2328.0,,,,,15.0,195.0,,,,,20
,nf,,,,,,,2333.0,,,,,14.0,199.0,,,,,20
,o1a,,,,,,,2339.0,,,,,13.0,191.0,,,0.35,60.0,20
,nf,,,,,,,2339.0,,,,,28.0,122.0,,,,,20
,o1a,,,,,,,2285.0,,,,,73.0,103.0,,,0.35,60.0,20
,nf,,,,,,,2190.0,,,,,69.0,101.0,,,,,20
,nf,,,,,,,2152.0,,,,,25.0,111.0,,,,,20
,o1a,,,,,,,2149.0,,,,,12.0,130.0,,,0.35,60.0,20
,o1a,,,,,,,2132.0,,,,,18.0,120.0,,,0.35,60.0,20
,c2,,,,,,,2118.0,,,,,15.0,129.0,,,0.8,,20
,c2,,,,,,,2113.0,,,,,10.0,138.0,,,0.8,,20
,c3,,,,,,,2104.0,,,,,9.0,131.0,,,1.15,,20
,c2,,,,,,,2096.0,,,,,12.0,109.0,,,0.8,,20
,c2,,,,,,,2080.0,,,,,18.0,97.0,,,0.8,,20
,c2,,,,,,,2060.0,,,,,12.0,126.0,,,0.8,,20
,c2,,,,,,,2057.0,,,,,18.0,199.0,,,0.8,,20
,c2,,,,,,,2069.0,,,,,24.0,195.0,,,0.8,,20
,o1a,,,,,,,2304.0,,,,,12.0,183.0,,,0.35,60.0,20
,o1a,,,,,,,2306.0,,,,,12.0,193.0,,,0.35,60.0,20
,nf,,,,,,,2310.0,,,,,12.0,202.0,,,,,20
,o1a,,,,,,,2316.0,,,,,12.0,203.0,,,0.35,60.0,20
,nf,,,,,,,2321.0,,,,,13.0,202.0,,,,,20
,o1a,,,,,,,2326.0,,,,,12.0,187.0,,,0.35,60.0,20
,o1a,,,,,,,2323.0,,,,,26.0,115.0,,,0.35,60.0,20
,o1a,,,,,,,2277.0,,,,,67.0,95.0,,,0.35,60.0,20
,nf,,,,,,,2189.0,,,,,66.0,92.0,,,,,20
,o1a,,,,,,,2146.0,,,,,24.0,103.0,,,0.35,60.0,20
,c2,,,,,,,2143.0,,,,,13.0,128.0,,,0.8,,20
,c2,,,,,,,2125.0,,,,,18.0,115.0,,,0.8,,20
,c2,,,,,,,2107.0,,,,,15.0,125.0,,,0.8,,20
,c3,,,,,,,2099.0,,,,,11.0,147.0,,,1.15,,20
,c3,,,,,,,2096.0,,,,,11.0,146.0,,,1.15,,20
,c3,,,,,,,2089.0,,,,,13.0,129.0,,,1.15,,20
,c2,,,,,,,2078.0,,,,,17.0,111.0,,,0.8,,20
,c2,,,,,,,2053.0,,,,,15.0,107.0,,,0.8,,20
,c2,,,,,,,2040.0,,,,,9.0,164.0,,,0.8,,20
,c2,,,,,,,2050.0,,,,,16.0,188.0,,,0.8,,20
,o1a,,,,,,,2293.0,,,,,30.0,184.0,,,0.35,60.0,20
,o1a,,,,,,,2296.0,,,,,27.0,193.0,,,0.35,60.0,20
,o1a,,,,,,,2300.0,,,,,21.0,200.0,,,0.35,60.0,20
,nf,,,,,,,2304.0,,,,,17.0,200.0,,,,,20
,nf,,,,,,,2308.0,,,,,15.0,201.0,,,,,20
,nf,,,,,,,2314.0,,,,,12.0,191.0,,,,,20
,o1a,,,,,,,2312.0,,,,,22.0,114.0,,,0.35,60.0,20
,o1a,,,,,,,2273.0,,,,,61.0,94.0,,,0.35,60.0,20
,nf,,,,,,,2191.0,,,,,67.0,92.0,,,,,20
,nf,,,,,,,2138.0,,,,,30.0,102.0,,,,,20
,o1a,,,,,,,2130.0,,,,,13.0,134.0,,,0.35,60.0,20
,o1a,,,,,,,2118.0,,,,,16.0,118.0,,,0.35,60.0,20
,c2,,,,,,,2101.0,,,,,15.0,114.0,,,0.8,,20
,c3,,,,,,,2090.0,,,,,10.0,136.0,,,1.15,,20
,c2,,,,,,,2087.0,,,,,11.0,147.0,,,0.8,,20
,c3,,,,,,,2078.0,,,,,14.0,135.0,,,1.15,,20
,c2,,,,,,,2066.0,,,,,17.0,126.0,,,0.8,,20
,c2,,,,,,,2054.0,,,,,15.0,119.0,,,0.8,,20
,c2,,,,,,,2044.0,,,,,10.0,133.0,,,0.8,,20
,c2,,,,,,,2031.0,,,,,9.0,168.0,,,0.8,,20
,nf,,,,,,,2240.0,,,,,64.0,183.0,,,,,20
,nf,,,,,,,2251.0,,,,,61.0,192.0,,,,,20
,nf,,,,,,,2272.0,,,,,53.0,198.0,,,,,20
,o1a,,,,,,,2285.0,,,,,40.0,200.0,,,0.35,60.0,20
,nf,,,,,,,2293.0,,,,,28.0,205.0,,,,,20
,nf,,,,,,,2300.0,,,,,17.0,204.0,,,,,20
,nf,,,,,,,2304.0,,,,,18.0,121.0,,,,,20
,o1a,,,,,,,2266.0,,,,,56.0,94.0,,,0.35,60.0,20
,nf,,,,,,,2189.0,,,,,67.0,91.0,,,,,20
,c1,,,,,,,2131.0,,,,,36.0,97.0,,,0.75,,20
,o1a,,,,,,,2118.0,,,,,15.0,131.0,,,0.35,60.0,20
,c2,,,,,,,2112.0,,,,,15.0,131.0,,,0.8,,20
,o1a,,,,,,,2096.0,,,,,16.0,123.0,,,0.35,60.0,20
,c3,,,,,,,2083.0,,,,,13.0,136.0,,,1.15,,20
,c2,,,,,,,2077.0,,,,,13.0,147.0,,,0.8,,20
,c3,,,,,,,2069.0,,,,,16.0,138.0,,,1.15,,20
,c2,,,,,,,2053.0,,,,,18.0,133.0,,,0.8,,20
,c2,,,,,,,2041.0,,,,,18.0,137.0,,,0.8,,20
,c2,,,,,,,2028.0,,,,,14.0,149.0,,,0.8,,20
,c2,,,,,,,2028.0,,,,,9.0,172.0,,,0.8,,20
,o1a,,,,,,,2164.0,,,,,60.0,182.0,,,0.35,60.0,20
,o1a,,,,,,,2171.0,,,,,66.0,191.0,,,0.35,60.0,20
,o1a,,,,,,,2198.0,,,,,71.0,198.0,,,0.35,60.0,20
,nf,,,,,,,2228.0,,,,,67.0,202.0,,,,,20
,nf,,,,,,,2260.0,,,,,55.0,209.0,,,,,20
,nf,,,,,,,2283.0,,,,,36.0,213.0,,,,,20
,nf,,,,,,,2293.0,,,,,15.0,155.0,,,,,20
,o1a,,,,,,,2263.0,,,,,47.0,92.0,,,0.35,60.0,20
,nf,,,,,,,2195.0,,,,,66.0,86.0,,,,,20
,c1,,,,,,,2129.0,,,,,45.0,90.0,,,0.75,,20
,c2,,,,,,,2105.0,,,,,20.0,120.0,,,0.8,,20
,c2,,,,,,,2097.0,,,,,19.0,144.0,,,0.8,,20
,c3,,,,,,,2084.0,,,,,19.0,141.0,,,1.15,,20
,c2,,,,,,,2072.0,,,,,18.0,144.0,,,0.8,,20
,c2,,,,,,,2062.0,,,,,17.0,151.0,,,0.8,,20
,c2,,,,,,,2053.0,,,,,17.0,145.0,,,0.8,,20
,c3,,,,,,,2041.0,,,,,18.0,135.0,,,1.15,,20
,c2,,,,,,,2027.0,,,,,18.0,133.0,,,0.8,,20
,c2,,,,,,,2014.0,,,,,13.0,155.0,,,0.8,,20
,c2,,,,,,,2017.0,,,,,12.0,183.0,,,0.8,,20
,c1,,,,,,,2124.0,,,,,25.0,172.0,,,0.75,,20
,o1a,,,,,,,2118.0,,,,,36.0,185.0,,,0.35,60.0,20
,c1,,,,,,,2132.0,,,,,51.0,200.0,,,0.75,,20
,c2,,,,,,,2153.0,,,,,62.0,208.0,,,0.8,,20
,o1a,,,,,,,2194.0,,,,,66.0,215.0,,,0.35,60.0,20
,o1a,,,,,,,2243.0,,,,,57.0,218.0,,,0.35,60.0,20
,nf,,,,,,,2276.0,,,,,28.0,205.0,,,,,20
,nf,,,,,,,2264.0,,,,,33.0,96.0,,,,,20
,o1a,,,,,,,2205.0,,,,,66.0,85.0,,,0.35,60.0,20
,c2,,,,,,,2136.0,,,,,57.0,92.0,,,0.8,,20
,c2,,,,,,,2092.0,,,,,31.0,117.0,,,0.8,,20
,c2,,,,,,,2076.0,,,,,21.0,149.0,,,0.8,,20
,c2,,,,,,,2066.0,,,,,20.0,148.0,,,0.8,,20
,c2,,,,,,,2055.0,,,,,19.0,145.0,,,0.8,,20
,c2,,,,,,,2043.0,,,,,17.0,150.0,,,0.8,,20
,c3,,,,,,,2039.0,,,,,17.0,149.0,,,1.15,,20
,c3,,,,,,,2029.0,,,,,18.0,142.0,,,1.15,,20
,c2,,,,,,,2015.0,,,,,16.0,135.0,,,0.8,,20
,c3,,,,,,,2004.0,,,,,12.0,152.0,,,1.15,,20
,c2,,,,,,,2004.0,,,,,12.0,180.0,,,0.8,,20
,c2,,,,,,,2120.0,,,,,20.0,33.0,,,0.8,,20
,c2,,,,,,,2097.0,,,,,15.0,83.0,,,0.8,,20
,c2,,,,,,,2096.0,,,,,19.0,193.0,,,0.8,,20
,o1a,,,,,,,2117.0,,,,,39.0,216.0,,,0.35,60.0,20
,c2,,,,,,,2146.0,,,,,54.0,220.0,,,0.8,,20
,c2,,,,,,,2187.0,,,,,63.0,222.0,,,0.8,,20
,o1a,,,,,,,2239.0,,,,,51.0,223.0,,,0.35,60.0,20
,nf,,,,,,,2264.0,,,,,16.0,142.0,,,,,20
,o1a,,,,,,,2215.0,,,,,65.0,88.0,,,0.35,60.0,20
,c1,,,,,,,2127.0,,,,,71.0,93.0,,,0.75,,20
,nf,,,,,,,2068.0,,,,,36.0,111.0,,,,,20
,c2,,,,,,,2057.0,,,,,16.0,146.0,,,0.8,,20
,c2,,,,,,,2052.0,,,,,14.0,141.0,,,0.8,,20
,c2,,,,,,,2039.0,,,,,16.0,136.0,,,0.8,,20
,c2,,,,,,,2033.0,,,,,16.0,144.0,,,0.8,,20
,c2,,,,,,,2021.0,,,,,17.0,146.0,,,0.8,,20
,c2,,,,,,,2010.0,,,,,16.0,147.0,,,0.8,,20
,c3,,,,,,,2005.0,,,,,15.0,140.0,,,1.15,,20
,c3,,,,,,,1993.0,,,,,13.0,150.0,,,1.15,,20
,c2,,,,,,,1991.0,,,,,12.0,177.0,,,0.8,,20
,nf,,,,,,,2167.0,,,,,44.0,27.0,,,,,20
,nf,,,,,,,2127.0,,,,,44.0,58.0,,,,,20
,c2,,,,,,,2085.0,,,,,17.0,93.0,,,0.8,,20
,c2,,,,,,,2089.0,,,,,24.0,205.0,,,0.8,,20
,c2,,,,,,,2112.0,,,,,43.0,217.0,,,0.8,,20
,c2,,,,,,,2141.0,,,,,57.0,223.0,,,0.8,,20
,c2,,,,,,,2187.0,,,,,63.0,229.0,,,0.8,,20
,nf,,,,,,,2245.0,,,,,29.0,214.0,,,,,20
,nf,,,,,,,2225.0,,,,,55.0,92.0,,,,,20
,nf,,,,,,,2125.0,,,,,81.0,87.0,,,,,20
,nf,,,,,,,2058.0,,,,,40.0,94.0,,,,,20
,c1,,,,,,,2049.0,,,,,11.0,132.0,,,0.75,,20
,c2,,,,,,,2045.0,,,,,13.0,135.0,,,0.8,,20
,c2,,,,,,,2031.0,,,,,15.0,129.0,,,0.8,,20
,c2,,,,,,,2017.0,,,,,15.0,134.0,,,0.8,,20
,c2,,,,,,,2008.0,,,,,14.0,139.0,,,0.8,,20
,c2,,,,,,,2000.0,,,,,12.0,142.0,,,0.8,,20
,c2,,,,,,,1994.0,,,,,15.0,138.0,,,0.8,,20
,c3,,,,,,,1980.0,,,,,14.0,150.0,,,1.15,,20
,c2,,,,,,,1979.0,,,,,12.0,178.0,,,0.8,,20
,o1a,,,,,,,2207.0,,,,,37.0,43.0,,,0.35,60.0,20
,o1a,,,,,,,2150.0,,,,,58.0,68.0,,,0.35,60.0,20
,c2,,,,,,,2091.0,,,,,40.0,80.0,,,0.8,,20
,c2,,,,,,,2066.0,,,,,16.0,149.0,,,0.8,,20
,c2,,,,,,,2074.0,,,,,34.0,209.0,,,0.8,,20
,c2,,,,,,,2103.0,,,,,50.0,224.0,,,0.8,,20
,c2,,,,,,,2146.0,,,,,63.0,233.0,,,0.8,,20
,c2,,,,,,,2207.0,,,,,49.0,231.0,,,0.8,,20
,nf,,,,,,,2227.0,,,,,36.0,105.0,,,,,20
,o1a,,,,,,,2140.0,,,,,83.0,88.0,,,0.35,60.0,20
,nf,,,,,,,2057.0,,,,,49.0,93.0,,,,,20
,c1,,,,,,,2042.0,,,,,17.0,130.0,,,0.75,,20
,c2,,,,,,,2030.0,,,,,15.0,147.0,,,0.8,,20
,c2,,,,,,,2023.0,,,,,16.0,135.0,,,0.8,,20
,c2,,,,,,,2009.0,,,,,17.0,133.0,,,0.8,,20
,c2,,,,,,,1999.0,,,,,14.0,146.0,,,0.8,,20
,c3,,,,,,,1992.0,,,,,13.0,146.0,,,1.15,,20
,c2,,,,,,,1981.0,,,,,18.0,133.0,,,0.8,,20
,c2,,,,,,,1965.0,,,,,16.0,151.0,,,0.8,,20
,c2,,,,,,,1967.0,,,,,13.0,184.0,,,0.8,,20
,o1a,,,,,,,2225.0,,,,,25.0,84.0,,,0.35,60.0,20
,o1a,,,,,,,2173.0,,,,,59.0,85.0,,,0.35,60.0,20
,nf,,,,,,,2103.0,,,,,51.0,86.0,,,,,20
,c2,,,,,,,2059.0,,,,,24.0,100.0,,,0.8,,20
,c2,,,,,,,2044.0,,,,,18.0,193.0,,,0.8,,20
,c2,,,,,,,2069.0,,,,,41.0,225.0,,,0.8,,20
,c2,,,,,,,2109.0,,,,,59.0,232.0,,,0.8,,20
,c2,,,,,,,2166.0,,,,,61.0,232.0,,,0.8,,20
,nf,,,,,,,2217.0,,,,,30.0,152.0,,,,,20
,nf,,,,,,,2141.0,,,,,76.0,97.0,,,,,20
,nf,,,,,,,2053.0,,,,,57.0,95.0,,,,,20
,c1,,,,,,,2021.0,,,,,19.0,119.0,,,0.75,,20
,c1,,,,,,,2017.0,,,,,9.0,150.0,,,0.75,,20
,c2,,,,,,,2010.0,,,,,14.0,117.0,,,0.8,,20
,c2,,,,,,,1993.0,,,,,19.0,123.0,,,0.8,,20
,c2,,,,,,,1982.0,,,,,18.0,148.0,,,0.8,,20
,c2,,,,,,,1978.0,,,,,17.0,158.0,,,0.8,,20
,c2,,,,,,,1971.0,,,,,20.0,137.0,,,0.8,,20
,c2,,,,,,,1948.0,,,,,16.0,151.0,,,0.8,,20
,c2,,,,,,,1953.0,,,,,13.0,189.0,,,0.8,,20
,c1,,,,,,,2209.0,,,,,28.0,125.0,,,0.75,,20
,o1a,,,,,,,2163.0,,,,,56.0,102.0,,,0.35,60.0,20
,c2,,,,,,,2097.0,,,,,49.0,95.0,,,0.8,,20
,c2,,,,,,,2063.0,,,,,29.0,90.0,,,0.8,,20
,c2,,,,,,,2036.0,,,,,9.0,122.0,,,0.8,,20
,c2,,,,,,,2041.0,,,,,25.0,225.0,,,0.8,,20
,c2,,,,,,,2074.0,,,,,50.0,231.0,,,0.8,,20
,c2,,,,,,,2125.0,,,,,61.0,227.0,,,0.8,,20
,nf,,,,,,,2166.0,,,,,41.0,180.0,,,,,20
,nf,,,,,,,2129.0,,,,,62.0,113.0,,,,,20
,nf,,,,,,,2055.0,,,,,56.0,99.0,,,,,20
,nf,,,,,,,2010.0,,,,,18.0,106.0,,,,,20
,c2,,,,,,,2018.0,,,,,4.0,169.0,,,0.8,,20
,c2,,,,,,,2014.0,,,,,14.0,103.0,,,0.8,,20
,c2,,,,,,,1987.0,,,,,22.0,104.0,,,0.8,,20
,c2,,,,,,,1965.0,,,,,18.0,128.0,,,0.8,,20
,c2,,,,,,,1958.0,,,,,17.0,155.0,,,0.8,,20
,c2,,,,,,,1953.0,,,,,21.0,143.0,,,0.8,,20
,c2,,,,,,,1934.0,,,,,15.0,158.0,,,0.8,,20
,c2,,,,,,,1941.0,,,,,12.0,195.0,,,0.8,,20
,c1,,,,,,,2190.0,,,,,20.0,97.0,,,0.75,,20
,c1,,,,,,,2146.0,,,,,45.0,82.0,,,0.75,,20
,nf,,,,,,,2097.0,,,,,46.0,73.0,,,,,20
,nf,,,,,,,2062.0,,,,,34.0,71.0,,,,,20
,c2,,,,,,,2041.0,,,,,18.0,81.0,,,0.8,,20
,c2,,,,,,,2031.0,,,,,9.0,201.0,,,0.8,,20
,c2,,,,,,,2045.0,,,,,35.0,227.0,,,0.8,,20
,c2,,,,,,,2082.0,,,,,50.0,219.0,,,0.8,,20
,c2,,,,,,,2114.0,,,,,45.0,188.0,,,0.8,,20
,nf,,,,,,,2099.0,,,,,49.0,133.0,,,,,20
,nf,,,,,,,2044.0,,,,,49.0,111.0,,,,,20
,c2,,,,,,,2008.0,,,,,19.0,121.0,,,0.8,,20
,c2,,,,,,,2009.0,,,,,9.0,176.0,,,0.8,,20
,c2,,,,,,,2005.0,,,,,15.0,125.0,,,0.8,,20
,c2,,,,,,,1985.0,,,,,24.0,105.0,,,0.8,,20
,c2,,,,,,,1958.0,,,,,21.0,111.0,,,0.8,,20
,c2,,,,,,,1943.0,,,,,18.0,137.0,,,0.8,,20
,c2,,,,,,,1934.0,,,,,20.0,144.0,,,0.8,,20
,c2,,,,,,,1920.0,,,,,15.0,172.0,,,0.8,,20
,c2,,,,,,,1929.0,,,,,13.0,201.0,,,0.8,,20
,o1a,,,,,,,2199.0,,,,,19.0,47.0,,,0.35,60.0,20
,o1a,,,,,,,2171.0,,,,,39.0,52.0,,,0.35,60.0,20
,c2,,,,,,,2136.0,,,,,52.0,51.0,,,0.8,,20
,nf,,,,,,,2084.0,,,,,52.0,58.0,,,,,20
,nf,,,,,,,2045.0,,,,,33.0,73.0,,,,,20
,c2,,,,,,,2023.0,,,,,10.0,123.0,,,0.8,,20
,c2,,,,,,,2028.0,,,,,20.0,220.0,,,0.8,,20
,c2,,,,,,,2046.0,,,,,33.0,206.0,,,0.8,,20
,c2,,,,,,,2057.0,,,,,44.0,185.0,,,0.8,,20
,c2,,,,,,,2063.0,,,,,45.0,154.0,,,0.8,,20
,c2,,,,,,,2023.0,,,,,41.0,129.0,,,0.8,,20
,c2,,,,,,,1995.0,,,,,19.0,141.0,,,0.8,,20
,c2,,,,,,,1998.0,,,,,12.0,172.0,,,0.8,,20
,c2,,,,,,,1993.0,,,,,15.0,139.0,,,0.8,,20
,c2,,,,,,,1978.0,,,,,23.0,114.0,,,0.8,,20
,c2,,,,,,,1951.0,,,,,24.0,111.0,,,0.8,,20
,c2,,,,,,,1931.0,,,,,21.0,124.0,,,0.8,,20
,c2,,,,,,,1913.0,,,,,18.0,140.0,,,0.8,,20
,c2,,,,,,,1905.0,,,,,12.0,187.0,,,0.8,,20
,c2,,,,,,,1918.0,,,,,12.0,206.0,,,0.8,,20
,o1a,,,,,,,2210.0,,,,,15.0,45.0,,,0.35,60.0,20
,o1a,,,,,,,2193.0,,,,,25.0,58.0,,,0.35,60.0,20
,c1,,,,,,,2176.0,,,,,40.0,62.0,,,0.75,,20
,c2,,,,,,,2122.0,,,,,58.0,69.0,,,0.8,,20
,nf,,,,,,,2057.0,,,,,50.0,77.0,,,,,20
,c2,,,,,,,2014.0,,,,,20.0,96.0,,,0.8,,20
,c2,,,,,,,2018.0,,,,,14.0,191.0,,,0.8,,20
,c2,,,,,,,2025.0,,,,,25.0,179.0,,,0.8,,20
,c2,,,,,,,2011.0,,,,,35.0,174.0,,,0.8,,20
,c2,,,,,,,2010.0,,,,,38.0,165.0,,,0.8,,20
,c2,,,,,,,1995.0,,,,,31.0,149.0,,,0.8,,20
,c2,,,,,,,1984.0,,,,,17.0,161.0,,,0.8,,20
,c2,,,,,,,1985.0,,,,,14.0,168.0,,,0.8,,20
,c2,,,,,,,1978.0,,,,,18.0,148.0,,,0.8,,20
,c2,,,,,,,1968.0,,,,,23.0,128.0,,,0.8,,20
,c2,,,,,,,1941.0,,,,,25.0,116.0,,,0.8,,20
,c2,,,,,,,1920.0,,,,,23.0,117.0,,,0.8,,20
,c2,,,,,,,1898.0,,,,,16.0,133.0,,,0.8,,20
,c2,,,,,,,1898.0,,,,,11.0,198.0,,,0.8,,20
,c2,,,,,,,1907.0,,,,,12.0,201.0,,,0.8,,20
,o1a,,,,,,,2220.0,,,,,12.0,71.0,,,0.35,60.0,20
,c1,,,,,,,2194.0,,,,,20.0,85.0,,,0.75,,20
,o1a,,,,,,,2176.0,,,,,31.0,87.0,,,0.35,60.0,20
,c2,,,,,,,2133.0,,,,,55.0,85.0,,,0.8,,20
,c2,,,,,,,2067.0,,,,,57.0,85.0,,,0.8,,20
,c2,,,,,,,2017.0,,,,,29.0,90.0,,,0.8,,20
,c2,,,,,,,2001.0,,,,,10.0,136.0,,,0.8,,20
,c2,,,,,,,1994.0,,,,,15.0,151.0,,,0.8,,20
,c2,,,,,,,1984.0,,,,,16.0,151.0,,,0.8,,20
